,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,booking_date
40094,City Hotel,1,92,2015,7,28,6,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,68.0,0,2,Canceled,2015-04-21,2015-07-06,2015-04-05
40095,City Hotel,1,89,2015,7,28,6,1,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,68.0,0,1,Canceled,2015-06-20,2015-07-06,2015-04-08
40096,City Hotel,1,100,2015,7,28,6,1,4,2,0.0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,93.6,0,2,Canceled,2015-06-15,2015-07-06,2015-03-28
40097,City Hotel,1,83,2015,7,28,6,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Canceled,2015-05-22,2015-07-06,2015-04-14
40098,City Hotel,1,72,2015,7,28,6,3,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Canceled,2015-06-25,2015-07-06,2015-04-25
40099,City Hotel,1,111,2015,7,28,6,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,No-Show,2015-07-06,2015-07-06,2015-03-17
40100,City Hotel,1,86,2015,7,28,6,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,0,Canceled,2015-06-17,2015-07-06,2015-04-11
40101,City Hotel,1,73,2015,7,28,7,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,68.0,0,0,Canceled,2015-06-27,2015-07-07,2015-04-25
40102,City Hotel,1,92,2015,7,28,7,0,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,68.0,0,0,Canceled,2015-06-26,2015-07-07,2015-04-06
40103,City Hotel,1,55,2015,7,28,7,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,81.0,0,2,Canceled,2015-06-27,2015-07-07,2015-05-13
40104,City Hotel,0,69,2015,7,28,7,0,2,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Transient,76.08,0,0,Check-Out,2015-07-09,2015-07-07,2015-04-29
40105,City Hotel,1,76,2015,7,28,7,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,2,Canceled,2015-06-17,2015-07-07,2015-04-22
40106,City Hotel,1,76,2015,7,28,7,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,1,Canceled,2015-06-17,2015-07-07,2015-04-22
40107,City Hotel,1,79,2015,7,28,7,0,3,2,0.0,0,BB,PRT,Complementary,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,37.33,0,1,Canceled,2015-06-16,2015-07-07,2015-04-19
40108,City Hotel,1,61,2015,7,28,7,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Canceled,2015-06-29,2015-07-07,2015-05-07
40109,City Hotel,1,55,2015,7,28,7,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,90.0,0,2,Canceled,2015-06-27,2015-07-07,2015-05-13
40110,City Hotel,1,63,2015,7,28,7,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient-Party,45.0,0,1,Canceled,2015-07-07,2015-07-07,2015-05-05
40111,City Hotel,1,63,2015,7,28,7,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,2,No Deposit,,,0,Transient-Party,45.0,0,1,Canceled,2015-07-07,2015-07-07,2015-05-05
40112,City Hotel,1,77,2015,7,28,7,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,76.5,0,0,Canceled,2015-07-07,2015-07-07,2015-04-21
40113,City Hotel,0,54,2015,7,28,7,2,8,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,62.37,0,0,Check-Out,2015-07-17,2015-07-07,2015-05-14
40114,City Hotel,1,90,2015,7,28,7,5,15,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,48.6,0,0,Canceled,2015-04-08,2015-07-07,2015-04-08
40115,City Hotel,1,90,2015,7,28,7,5,15,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,48.6,0,0,Canceled,2015-04-11,2015-07-07,2015-04-08
40116,City Hotel,1,117,2015,7,28,7,5,15,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,48.6,0,0,Canceled,2015-04-08,2015-07-07,2015-03-12
40117,City Hotel,0,6,2015,7,28,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-07-10,2015-07-08,2015-07-02
40118,City Hotel,1,105,2015,7,28,8,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Canceled,2015-04-05,2015-07-08,2015-03-25
40119,City Hotel,0,51,2015,7,28,8,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,67.5,0,0,Check-Out,2015-07-13,2015-07-08,2015-05-18
40120,City Hotel,1,97,2015,7,28,8,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,2,Canceled,2015-06-29,2015-07-08,2015-04-02
40121,City Hotel,0,72,2015,7,28,8,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,76.5,0,0,Check-Out,2015-07-13,2015-07-08,2015-04-27
40122,City Hotel,1,72,2015,7,28,8,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Canceled,2015-06-25,2015-07-08,2015-04-27
40123,City Hotel,1,61,2015,7,28,8,2,8,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,68.85,0,0,Canceled,2015-05-14,2015-07-08,2015-05-08
40124,City Hotel,1,63,2015,7,28,8,2,8,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,68.85,0,0,Canceled,2015-05-07,2015-07-08,2015-05-06
40125,City Hotel,1,24,2015,7,28,9,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,100.0,0,0,Canceled,2015-06-15,2015-07-09,2015-06-15
40126,City Hotel,1,89,2015,7,28,9,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Canceled,2015-06-27,2015-07-09,2015-04-11
40127,City Hotel,0,92,2015,7,28,9,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,58.9,0,1,Check-Out,2015-07-14,2015-07-09,2015-04-08
40128,City Hotel,1,84,2015,7,28,10,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,63.75,0,0,Canceled,2015-06-30,2015-07-10,2015-04-17
40129,City Hotel,1,65,2015,7,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,68.85,0,1,Canceled,2015-07-01,2015-07-10,2015-05-06
40130,City Hotel,1,85,2015,7,28,10,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,76.5,0,0,Canceled,2015-07-10,2015-07-10,2015-04-16
40131,City Hotel,1,115,2015,7,28,10,2,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,68.0,0,2,Canceled,2015-05-25,2015-07-10,2015-03-17
40132,City Hotel,0,67,2015,7,28,10,2,3,2,2.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,22.0,,0,Transient,106.25,0,0,Check-Out,2015-07-15,2015-07-10,2015-05-04
40133,City Hotel,1,87,2015,7,28,10,3,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,58.9,0,1,Canceled,2015-06-01,2015-07-10,2015-04-14
40134,City Hotel,1,87,2015,7,28,10,3,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,58.9,0,1,Canceled,2015-06-01,2015-07-10,2015-04-14
40135,City Hotel,0,71,2015,7,28,11,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,11.0,,0,Transient,51.96,0,0,Check-Out,2015-07-12,2015-07-11,2015-05-01
40136,City Hotel,0,3,2015,7,28,11,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,75.0,0,0,Check-Out,2015-07-12,2015-07-11,2015-07-08
40137,City Hotel,0,71,2015,7,28,11,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,11.0,,0,Transient,51.96,0,0,Check-Out,2015-07-12,2015-07-11,2015-05-01
40138,City Hotel,0,3,2015,7,28,11,0,1,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,104.0,0,0,Check-Out,2015-07-12,2015-07-11,2015-07-08
40139,City Hotel,1,109,2015,7,28,11,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Canceled,2015-06-27,2015-07-11,2015-03-24
40140,City Hotel,0,96,2015,7,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-04-06
40141,City Hotel,0,96,2015,7,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-04-06
40142,City Hotel,1,65,2015,7,28,11,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Canceled,2015-06-12,2015-07-11,2015-05-07
40143,City Hotel,1,114,2015,7,28,11,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,76.5,0,0,Canceled,2015-05-11,2015-07-11,2015-03-19
40144,City Hotel,0,96,2015,7,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-04-06
40145,City Hotel,1,96,2015,7,28,11,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-06-23,2015-07-11,2015-04-06
40146,City Hotel,0,3,2015,7,28,11,2,1,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,138.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-07-08
40147,City Hotel,0,61,2015,7,28,11,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,55.96,0,0,Check-Out,2015-07-14,2015-07-11,2015-05-11
40148,City Hotel,0,96,2015,7,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-04-06
40149,City Hotel,0,96,2015,7,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-04-06
40150,City Hotel,0,3,2015,7,28,11,2,1,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,72.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-07-08
40151,City Hotel,1,96,2015,7,28,11,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-06-23,2015-07-11,2015-04-06
40152,City Hotel,1,96,2015,7,28,11,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-06-23,2015-07-11,2015-04-06
40153,City Hotel,0,96,2015,7,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-04-06
40154,City Hotel,1,96,2015,7,28,11,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-06-23,2015-07-11,2015-04-06
40155,City Hotel,0,3,2015,7,28,11,2,1,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,72.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-07-08
40156,City Hotel,0,96,2015,7,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-04-06
40157,City Hotel,1,96,2015,7,28,11,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-06-23,2015-07-11,2015-04-06
40158,City Hotel,1,96,2015,7,28,11,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-06-23,2015-07-11,2015-04-06
40159,City Hotel,0,96,2015,7,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-04-06
40160,City Hotel,1,96,2015,7,28,11,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-06-23,2015-07-11,2015-04-06
40161,City Hotel,0,61,2015,7,28,11,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,55.96,0,0,Check-Out,2015-07-14,2015-07-11,2015-05-11
40162,City Hotel,0,3,2015,7,28,11,2,1,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,72.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-07-08
40163,City Hotel,0,66,2015,7,28,11,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,58.9,0,0,Check-Out,2015-07-14,2015-07-11,2015-05-06
40164,City Hotel,0,96,2015,7,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-04-06
40165,City Hotel,0,96,2015,7,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-04-06
40166,City Hotel,0,96,2015,7,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-04-06
40167,City Hotel,0,96,2015,7,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-04-06
40168,City Hotel,1,96,2015,7,28,11,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-06-23,2015-07-11,2015-04-06
40169,City Hotel,1,114,2015,7,28,11,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,76.5,0,0,Canceled,2015-05-11,2015-07-11,2015-03-19
40170,City Hotel,0,96,2015,7,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-04-06
40171,City Hotel,1,96,2015,7,28,11,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-06-23,2015-07-11,2015-04-06
40172,City Hotel,0,3,2015,7,28,11,2,1,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,138.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-07-08
40173,City Hotel,0,96,2015,7,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14,2015-07-11,2015-04-06
40174,City Hotel,1,96,2015,7,28,11,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-06-23,2015-07-11,2015-04-06
